ID_Institution,Nom Institution
1275,SAINT JOSEPH'S UNIVERSITY
1276,THIEL COLLEGE
1277,YORK COLLEGE PENNSYLVANIA
1278,BROWN UNIVERSITY
1279,RHODE ISLAND COLLEGE
1280,JOHNSON AND WALES UNIVERSITY
1281,SALVE REGINA UNIVERSITY
1282,UNIVERSITY OF RHODE ISLAND
1283,COMMUNITY COLLEGE OF RHODE ISLAND
1284,PROVIDENCE COLLEGE
1285,UNITY COLLEGE
1286,RHODE ISLAND SCHOOL OF DESIGN
1287,UNIVERSITY OF SOUTH CAROLINA - AIKEN
1288,COLLEGE OF CHARLESTON
1289,BOB JONES UNIVERSITY
1290,COKER COLLEGE
1291,CITADEL MILITARY COLLEGE OF SOUTH CAROLINA
1292,CLEMSON UNIVERSITY
1293,TRIDENT TECHNICAL COLLEGE
1294,CLINTON COLLEGE
1295,FRANCIS MARION UNIVERSITY
1296,FURMAN UNIVERSITY
1297,UNIVERSITY OF SOUTH CAROLINA-UPSTATE
1298,PRESBYTERIAN COLLEGE
1299,UNIVERSITY OF SOUTH CAROLINA-LANCASTER
1300,SOUTH CAROLINA STATE UNIVERSITY
1301,MEDICAL UNIVERSITY OF SOUTH CAROLINA
1302,WOFFORD COLLEGE
1303,UNIVERSITY OF SOUTH CAROLINA-COLUMBIA
1304,CONVERSE COLLEGE
1305,LANDER UNIVERSITY
1306,COASTAL CAROLINA UNIVERSITY
1307,HORRY-GEORGETOWN TECHNICAL COLLEGE
1308,GREENVILLE TECHNICAL COLLEGE
1309,PIEDMONT TECHNICAL COLLEGE
1310,LIMESTONE COLLEGE
1311,WINTHROP UNIVERSITY
1312,SOUTH DAKOTA SCHOOL OF MINES AND TECHNOLOGY
1313,MOUNT MARTY COLLEGE
1314,UNIVERSITY OF SOUTH DAKOTA
1315,ANGUSTANA COLLEGE
1316,DAKOTA STATE UNIVERSITY
1317,BLACK HILLS STATE UNIVERSITY
1318,NORTHERN STATE UNIVERSITY
1319,KILIAN COMMUNITY COLLEGE
1320,SOUTH DAKOTA STATE UNIVERSITY
1321,UNIVERSITY OF SIOUX FALLS
1322,SIOUX VALLEY HOSPITAL SCHOOL OF NURSING
1323,PRESENTATION COLLEGE
1324,FISK UNIVERSITY
1325,UNIVERSITY OF MEMPHIS
1326,AUSTIN PEAY STATE UNIVERSITY
1327,PELLISSIPPI STATE COMMUNITY COLLEGE
1328,BELMONT UNIVERSITY
1329,CHRISTIAN BROTHERS UNIVERSITY
1330,WALTERS STATE COMMUNITY COLLEGE
1331,CHATTANOOGA STATE COMMUNITY COLLEGE
1332,RHODES COLLEGE
1333,TUSCULUM COLLEGE
1334,VANDERBILT UNIVERSITY
1335,NOSSI COLLEGE OF ART
1336,EAST TENNESSEE STATE UNIVERSITY
1337,UNIVERSITY OF TENNESSEE AT KNOXVILLE
1338,UNIVERSITY OF TENNESSEE AT CHATTANOOGA
1339,TENNESSEE TECHNOLOGICAL UNIVERSITY
1340,LIPSCOMB UNIVERSITY
1341,SOUTHERN ADVENTIST UNIVERSITY
1342,MILLIGAN COLLEGE
1343,ROANE STATE COMMUNITY COLLEGE
1344,CARSON-NEWMAN UNIVERSITY
1345,MIDDLE TENNESSEE STATE UNIVERSITY
1346,COLUMBIA STATE COMMUNITY COLLEGE
1347,TENNESSEE STATE UNIVERSITY
1348,FREED-HARDEMAN UNIVERSITY
1349,UNION UNIVERSITY
1350,UNIVERSITY OF THE SOUTH
1351,UNIVERSITY OF TENNESSEE AT MARTIN
1352,WATKINS COLLEGE OF ART DESIGN & FILM
1353,SAM HOUSTON STATE UNIVERSITY
1354,TEXAS LUTHERAN UNIVERSITY
1355,ABILENE CHRISTIAN UNIVERSITY
1356,PANOLA COLLEGE
1357,AMARILLO COLLEGE
1358,MCMURRY UNIVERSITY
1359,ANGELINA COLLEGE
1360,UNIVERSITY OF TEXAS AT AUSTIN
1361,BAYLOR UNIVERSITY
1362,UNIVERSITY OF TEXAS AT SAN ANTONIO
1363,COLLIN COLLEGE
1364,ANGELO STATE UNIVERSITY
1365,HILL COLLEGE
1366,UNIVERSITY OF DALLAS
1367,UNIVERSITY OF HOUSTON
1368,UNIVERSITY OF TEXAS AT EL PASO
1369,UNIVERSITY OF TEXAS AT ARLINGTON
1370,TARLETON STATE UNIVERSITY
1371,COLLEGE OF THE MAINLAND
1372,UNIVERSITY OF NORTH TEXAS
1373,MCLENNAN COMMUNITY COLLEGE
1374,TEXAS WOMAN'S UNIVERSITY
1375,AUSTIN COLLEGE
1376,LAMAR UNIVERSITY
1377,TARRENT COUNTY COLLEGE
1378,KILGORE COLLEGE
1379,EASTFIELD COLLEGE
1380,SAINT EDWARD'S UNIVERSITY
1381,THE UNIVERSITY OF TEXAS AT TYLER
1382,SCHREINER UNIVERSITY
1383,TEXAS WESLEYAN UNIVERSITY
1384,BROOKHAVEN COLLEGE
1385,PRAIRIE VIEW A & M UNIVERSITY
1386,PARIS JUNIOR COLLEGE
1387,GALVESTON COLLEGE
1388,SOUTHERN METHODIST UNIVERSITY
1389,EL CENTRO COLLEGE
1390,UNIVERSITY OF TEXAS AT DALLAS
1391,HARDIN-SIMMONS UNIVERSITY
1392,TEXAS A & M UNIVERSITY-CORPUS CHRISTI
1393,TEXAS A&M UNIVERSITY-COLLEGE STATION
1394,TEXAS A&M UNIVERSITY-KINGSVILLE
1395,DEL MAR COLLEGE
1396,MIDWESTERN STATE UNIVERSITY
1397,LUBBOCK CHRISTIAN UNIVERSITY
1398,RICE UNIVERSITY
1399,MISERICORDIA UNIVERSITY
1400,STEPHEN F. AUSTIN STATE UNIVERSITY
1401,MIDLAND COLLEGE
1402,TRINITY UNIVERSITY
1403,TEXAS CHRISTIAN UNIVERSITY
1404,HOUSTON BAPTIST UNIVERSITY
1405,TEXAS TECH UNIVERSITY
1406,WAYLAND BAPTIST UNIVERSITY
1407,ALVIN COMMUNITY COLLEGE
1408,TARRENT COUNTY�COLLEGE
1409,UNIVERSITY OF HOUSTON-DOWNTOWN
1410,CENTRAL TEXAS COLLEGE
1411,WEST TEXAS A&M UNIVERSITY
1412,NAVARRO COLLEGE
1413,SOUTH TEXAS COLLEGE
1414,TEXAS A&M UNIVERSITY-COMMERCE
1415,RICHLAND COLLEGE
1416,THE UNIVERSITY OF TEXAS AT BROWNSVILLE
1417,SAN ANTONIO COLLEGE
1418,WESTERN TEXAS COLLEGE
1419,UNIVERSITY OF THE INCARNATE WORD
1420,SUL ROSS STATE UNIVERSITY
1421,BLINN COLLEGE
1422,TEXAS A&M INTERNATIONAL UNIVERSITY
1423,TYLER JUNIOR COLLEGE
1424,TEXAS STATE UNIVERSITY
1425,TEXAS SOUTHERN UNIVERSITY
1426,UNIVERSITY OF HOUSTON-CLEAR LAKE
1427,UNIVERSITY OF TEXAS-PAN AMERICAN
1428,LAREDO COMMUNITY COLLEGE
1429,SOUTHERN UTAH UNIVERSITY
1430,UTAH STATE UNIVERSITY EASTERN
1431,UTAH STATE UNIVERSITY
1432,WEBER STATE UNIVERSITY
1433,BRIGHAM YOUNG UNIVERSITY
1434,DIXIE STATE COLLEGE OF UTAH
1435,SNOW COLLEGE
1436,UNIVERSITY OF UTAH
1437,UTAH VALLEY UNIVERSITY
1438,VIRGINIA COMMONWEALTH UNIVERSITY
1439,COLLEGE OF WILLIAM AND MARY
1440,SOUTHWEST VIRGINIA COMMUNITY COLLEGE
1441,VIRGINIA POLYTECHNIC INSTITUTE AND STATE UNIVERSITY
1442,HAMPTON UNIVERSITY
1443,RADFORD UNIVERSITY
1444,OLD DOMINION UNIVERSITY
1445,MARYMOUNT UNIVERSITY
1446,VIRGINIA MILITARY INSTITUTE
1447,UNIVERSITY OF VIRGINIA
1448,FERRUM COLLEGE
1449,BLUE RIDGE COMMUNITY COLLEGE
1450,EMORY & HENRY COLLEGE
1451,EASTERN MENNONITE UNIVERSITY
1452,LYNCHBURG COLLEGE
1453,CHRISTOPHER NEWPORT UNIVERSITY
1454,WASHINGTON AND LEE UNIVERSITY
1455,JAMES MADISON UNIVERSITY
1456,HOLLINS UNIVERSITY
1457,HAMPDEN-SYDNEY COLLEGE
1458,GEORGE MASON UNIVERSITY
1459,RANDOLPH-MACON COLLEGE
1460,UNIVERSITY OF MARY WASHINGTON
1461,NORFOLK STATE UNIVERSITY
1462,MARY BALDWIN COLLEGE
1463,UNIVERSITY OF RICHMOND
1464,LONGWOOD UNIVERSITY
1465,RANDOLPH COLLEGE
1466,VIRGINIA STATE UNIVERSITY
1467,LIBERTY UNIVERSITY
1468,VIRGINIA WESLEYAN COLLEGE
1469,PIEDMONT VIRGINIA COMMUNITY COLLEGE
1470,NEW RIVER COMMUNITY COLLEGE
1471,ROANOKE COLLEGE
1472,PATRICK HENRY COMMUNITY COLLEGE
1473,BRIDGEWATER COLLEGE
1474,EVERETT COMMUNITY COLLEGE
1475,VOLUNTEER STATE COMMUNITY COLLEGE
1476,MOUNTAIN EMPIRE COMMUNITY COLLEGE
1477,SWEET BRIAR COLLEGE
1478,TIDEWATER COMMUNITY COLLEGE�S VISUAL ARTS CENTER
1479,VIRGINIA WESTERN COMMUNITY COLLEGE
1480,BURLINGTON COLLEGE
1481,MIDDLEBURY COLLEGE
1482,CASTLETON STATE COLLEGE
1483,MARLBORO COLLEGE
1484,UNIVERSITY OF VERMONT
1485,JOHNSON STATE COLLEGE
1486,LYNDON STATE COLLEGE
1487,SOUTHERN VERMONT COLLEGE
1488,NORWICH UNIVERSITY
1489,BENNINGTON COLLEGE
1490,VERMONT COLLEGE
1491,GONZAGA UNIVERSITY
1492,CLARK COLLEGE
1493,LOWER COLUMBIA COLLEGE
1494,SHORELINE COMMUNITY COLLEGE
1495,WHITWORTH UNIVERSITY
1496,UNIVERSITY OF WASHINGTON
1497,SEATTLE PACIFIC UNIVERSITY
1498,WASHINGTON STATE UNIVERSITY
1499,WHITMAN COLLEGE
1500,CITY UNIVERSITY OF SEATTLE
1501,COLUMBIA BASIN COLLEGE
1502,EVERGREEN STATE COLLEGE
1503,HIGHLINE COMMUNITY COLLEGE
1504,SPOKANE FALLS COMMUNITY COLLEGE
1505,EASTERN WASHINGTON UNIVERSITY
1506,BELLEVUE COLLEGE
1507,WALLA WALLA UNIVERSITY
1508,SEATTLE UNIVERSITY
1509,GREEN RIVER COMMUNITY COLLEGE
1510,UNIVERSITY OF PUGET SOUND
1511,SEATTLE COMMUNITY COLLEGE-SOUTH CAMPUS
1512,YAKIMA VALLEY COMMUNITY COLLEGE
1513,SEATTLE CENTRAL COLLEGE
1514,SOUTH PUGET SOUND COMMUNITY COLLEGE
1515,CENTRAL WASHINGTON UNIVERSITY
1516,CASCADIA COMMUNITY COLLEGE
1517,SEATTLE COMMUNITY COLLEGE-NORTH CAMPUS
1518,PACIFIC LUTHERAN UNIVERSITY
1519,PENINSULA COLLEGE
1520,WENATCHEE VALLEY COLLEGE
1521,SKAGIT VALLEY COLLEGE
1522,WESTERN WASHINGTON UNIVERSITY
1523,WALLA WALLA COMMUNITY COLLEGE
1524,TACOMA COMMUNITY COLLEGE
1525,UNIVERSITY OF WISCONSIN COLLEGES
1526,UNIVERSITY OF WISCONSIN - OSHKOSH
1527,ALVERNO COLLEGE
1528,UNIVERSITY OF WISCONSIN-PLATTEVILLE
1529,NICOLET AREA TECHNICAL COLLEGE
1530,UNIVERSITY OF WISCONSIN-MADISON
1531,LAWRENCE UNIVERSITY
1532,LAKELAND COLLEGE
1533,SAINT NORBERT COLLEGE
1534,RIPON COLLEGE
1535,UNIVERSITY OF WISCONSIN-STEVENS POINT
1536,UNIVERSITY OF WISCONSIN - GREEN BAY
1537,CONCORDIA UNIVERSITY WISCONSIN
1538,UNIVERSITY OF WISCONSIN-WHITEWATER
1539,EDGEWOOD COLLEGE
1540,UNIVERSITY OF WISCONSIN-PARKSIDE
1541,UNIVERSITY OF WISCONSIN-EAU CLAIRE
1542,UNIVERSITY OF WISCONSIN-RIVER FALLS
1543,SILVER LAKE COLLEGE
1544,MADISON AREA TECHNICAL COLLEGE
1545,CARTHAGE COLLEGE
1546,MOUNT MARY COLLEGE
1547,UNIVERSITY OF WISCONSIN-MILWAUKEE
1548,UNIVERSITY OF WISCONSIN-STOUT
1549,CARROLL UNIVERSITY
1550,UNIVERSITY OF WISCONSIN-SUPERIOR
1551,BELOIT COLLEGE
1552,MARQUETTE UNIVERSITY
1553,WISCONSIN LUTHERAN COLLEGE
1554,UNIVERSITY OF WISCONSIN-LACROSSE
1555,VITERBO UNIVERSITY
1556,WEST VIRGINIA UNIVERSITY
1557,CONCORD UNIVERSITY
1558,MARSHALL UNIVERSITY
1559,ALDERSON BROADDUS UNIVERSITY
1560,WEST VIRGINIA STATE UNIVERSITY
1561,UNIVERSITY OF CHARLESTON
1562,GLENVILLE STATE COLLEGE
1563,SHEPHERD UNIVERSITY
1564,FAIRMONT STATE UNIVERSITY
1565,WEST LIBERTY UNIVERSITY
1566,WEST VIRGINIA WESLEYAN COLLEGE
1567,DAVIS & ELKINS COLLEGE
1568,WHEELING JESUIT UNIVERSITY
1569,UNIVERSITY OF WYOMING
1570,CENTRAL WYOMING COLLEGE
1571,LARAMIE COUNTY COMMUNITY COLLEGE
1572,CASPER COLLEGE
1573,NORTHWEST COLLEGE
1574,SHERIDAN COLLEGE
1575,WESTERN WYOMING COMMUNITY COLLEGE
