ID_Finance,Tax_Period,Chiffre_Affaires,Benefice,RefEmployer
11917,2014-12-30,0,0,436048273
11918,2014-12-30,0,0,431718988
11919,NULL,NULL,NULL,430675844
11920,NULL,NULL,NULL,430786590
11921,2014-06-30,3224985,2723230,431202816
11922,2014-12-30,0,0,431557280
11923,2013-12-30,0,0,454757066
11924,2014-06-30,1768564,1333255,431022226
11925,2013-12-30,211574,NULL,421627905
11926,2013-12-30,0,0,436212591
11927,2014-12-30,0,0,431915236
11928,NULL,NULL,NULL,431668731
11929,2013-06-30,1257462717,858095190,430654872
11930,2013-09-30,0,0,431474997
11931,2013-12-30,0,0,430954921
11932,2014-12-30,0,0,431154218
11933,2013-12-30,0,0,431704389
11934,NULL,NULL,NULL,430899766
11935,2013-12-30,0,0,271053579
11936,2013-12-30,0,0,431240234
11937,2014-06-30,34327650,34207953,430670936
11938,2013-12-30,0,0,431606926
11939,2013-12-30,0,0,441349834
11940,NULL,NULL,NULL,436005833
11941,2013-12-30,32016,32016,237131410
11942,2013-07-30,0,0,743041930
11943,2013-05-30,0,0,510187909
11944,NULL,NULL,NULL,431603733
11945,2014-07-30,1174504,1133826,431568214
11946,2013-12-30,233556,212725,431699114
11947,2013-12-30,0,0,311816530
11948,2014-12-30,0,0,412037886
11949,NULL,NULL,NULL,431166917
11950,NULL,NULL,NULL,431172503
11951,2014-12-30,0,0,431380606
11952,2014-12-30,0,0,431367023
11953,NULL,NULL,NULL,260706992
11954,2014-05-30,48246089,42424903,440567385
11955,2013-12-30,0,0,510246281
11956,2013-12-30,380082,NULL,237262464
11957,2013-12-30,0,0,208466020
11958,2013-12-30,0,0,431593302
11959,NULL,NULL,NULL,430910391
11960,2013-12-30,1,NULL,263381028
11961,2014-04-30,347450,232141,431229351
11962,2013-12-30,0,0,431374476
11963,NULL,NULL,NULL,270055183
11964,NULL,NULL,NULL,430908094
11965,2014-06-30,0,0,430920577
11966,2011-12-30,5927,5927,300596380
11967,2013-12-30,0,0,431235566
11968,NULL,NULL,NULL,752736978
11969,2014-06-30,194569,174212,431724799
11970,2013-12-30,231730,190898,431245971
11971,2014-06-30,0,0,431660787
11972,2013-12-30,0,0,364011011
11973,2013-12-30,0,0,436050117
11974,2013-06-30,46971187,39476125,430694556
11975,2014-12-30,0,0,431893644
11976,2014-12-30,0,0,431714791
11977,2014-12-30,0,0,461440726
11978,2013-12-30,175086,156367,431727003
11979,2013-12-30,341265,NULL,770590359
11980,2012-12-30,0,0,460919824
11981,2013-12-30,67264,45108,30429108
11982,NULL,NULL,NULL,431681900
11983,2014-04-30,0,0,272370644
11984,NULL,NULL,NULL,436003859
11985,2014-06-30,0,0,200082518
11986,2013-12-30,97605,92470,436212284
11987,NULL,NULL,NULL,274600812
11988,2014-12-30,0,0,431654127
11989,NULL,NULL,NULL,431684270
11990,2014-12-30,0,0,20785630
11991,2014-12-30,0,0,430905893
11992,2013-12-30,0,0,431516868
11993,2013-12-30,0,0,436061686
11994,2014-12-30,0,0,237406121
11995,2014-12-30,0,0,431805340
11996,2014-12-30,57170,48527,237023444
11997,2013-12-30,0,0,431424846
11998,2013-12-30,0,0,830340396
11999,NULL,NULL,NULL,431041722
12000,NULL,NULL,NULL,237439328
12001,2014-08-30,0,0,431587110
12002,2013-12-30,0,0,431379479
12003,2013-12-30,55493,55493,237181733
12004,2014-05-30,0,0,431244008
12005,2013-12-30,0,0,453735743
12006,2013-12-30,53551,41552,383761633
12007,2013-12-30,0,0,760727156
12008,2014-09-30,0,0,470883248
12009,2014-12-30,0,0,237064665
12010,2013-06-30,93543027,78528054,440545813
12011,2014-06-30,127879004,106981398,430655867
12012,2013-12-30,18391,18191,237347144
12013,2014-06-30,22696740,22476848,431007642
12014,2013-12-30,0,0,431781220
12015,2014-12-30,0,0,431681314
12016,NULL,NULL,NULL,431090671
12017,2014-02-28,31751,31751,431299442
12018,NULL,NULL,NULL,431273836
12019,NULL,NULL,NULL,436003569
12020,2014-12-30,0,0,471685519
12021,2014-12-30,0,0,272605944
12022,2013-12-30,0,0,431091790
12023,2014-12-30,0,0,431852594
12024,2014-06-30,0,0,205333257
12025,2013-12-30,354003,353366,431554209
12026,2012-12-30,41478,41478,431102971
12027,2013-12-30,0,0,911793447
12028,2013-12-30,253697,145518,237354581
12029,2013-12-30,565533,533620,431291799
12030,2013-12-30,114674,109199,204020297
12031,2013-12-30,0,0,237028075
12032,2013-10-30,0,0,431732478
12033,NULL,NULL,NULL,431142385
12034,2013-12-30,0,0,201042885
12035,NULL,NULL,NULL,431556451
12036,NULL,NULL,NULL,436000774
12037,NULL,NULL,NULL,431870408
12038,2013-12-30,12704,12704,431541971
12039,2013-12-30,25010,25010,264164245
12040,2013-12-30,0,0,431621675
12041,2014-06-30,34457,34457,237275986
12042,2014-12-30,0,0,431579877
12043,2013-12-30,105499,94165,237010352
12044,2014-12-30,0,0,431440946
12045,2014-12-30,0,0,431113526
12046,2014-06-30,158729,152903,510148860
12047,NULL,NULL,NULL,431957081
12048,2013-12-30,0,0,237180708
12049,NULL,NULL,NULL,473341947
12050,2014-03-30,0,0,431812676
12051,2014-05-30,297666143,202704082,430662529
12052,2013-12-30,0,0,431319502
12053,2014-12-30,0,0,431847187
12054,2013-12-30,0,0,352383837
12055,2012-06-30,0,0,431669789
12056,2013-12-30,249319,249319,431746820
12057,2014-03-30,0,0,237411914
12058,2014-12-30,112748,112748,431930545
12059,NULL,NULL,NULL,262212722
12060,2013-12-30,264543,198244,440651562
12061,2013-12-30,0,0,453277951
12062,2013-12-30,0,0,455484829
12063,2014-12-30,0,0,431737827
12064,2014-12-30,0,0,200291867
12065,2013-12-30,82334,56369,460541647
12066,2014-09-30,7085270,3691713,436062751
12067,2013-12-30,1616861,1374452,431624519
12068,2013-12-30,461803,457200,431834180
12069,2013-12-30,28065,23011,436049347
12070,2014-12-30,0,0,431530248
12071,2014-10-30,312663,310096,431767848
12072,2014-03-30,39410,17598,436065810
12073,2014-12-30,44117,44117,431700803
12074,2012-12-30,0,0,550866420
12075,2013-06-30,37234676,32465983,440546278
12076,2012-05-30,37414,28720,440307270
12077,2013-12-30,275745,275745,451433928
12078,NULL,NULL,NULL,446000201
12079,NULL,NULL,NULL,472324303
12080,2013-12-30,0,0,431336764
12081,2014-05-30,0,0,753195147
12082,2013-12-30,0,0,203288056
12083,2014-12-30,4927,4927,431597735
12084,2014-06-30,30139129,15731407,431866550
12085,2012-12-30,0,0,431929241
12086,2014-12-30,0,0,431148005
12087,2013-12-30,53344,30284,431104644
12088,2013-12-30,35113,33356,436033271
12089,2014-12-30,0,0,431544768
12090,2013-12-30,0,0,431763768
12091,2013-12-30,0,0,431184877
12092,2014-11-30,26950,18239,431355493
12093,2014-12-30,0,0,430827631
12094,NULL,NULL,NULL,264643329
12095,2013-12-30,0,0,431830576
12096,2013-12-30,334159,333533,436036899
12097,2014-12-30,360998,189487,431526961
12098,2013-12-30,4195202,2063442,431131429
12099,2013-12-30,474175,474175,430949542
12100,2013-12-30,0,0,431731441
12101,2013-12-30,0,0,300073355
12102,2014-07-30,0,0,431928128
12103,2013-12-30,0,0,223948680
12104,2014-12-30,0,0,436213516
12105,2013-12-30,0,0,431802253
12106,2011-12-30,44835,44835,311741742
12107,2013-12-30,0,0,436051669
12108,2013-12-30,9073636,4391206,436052673
12109,NULL,NULL,NULL,431679188
12110,2012-12-30,0,0,263917134
12111,2014-12-30,0,0,237412465
12112,2013-12-30,0,0,431632115
12113,2013-12-30,0,0,431907083
12114,NULL,NULL,NULL,440668521
12115,NULL,NULL,NULL,431844241
12116,2013-12-30,0,0,431625172
12117,2013-12-30,0,0,431509732
12118,2013-12-30,0,0,431415414
12119,2013-12-30,7301115,6551113,510138441
12120,2012-12-30,167660,153638,431792360
12121,2014-12-30,0,0,300080225
12122,2013-12-30,0,0,431156121
12123,NULL,NULL,NULL,331064728
12124,2013-12-30,353712,NULL,263145269
12125,2013-12-30,3154256,2943876,131614951
12126,2013-06-30,6511,2552,431301545
12127,NULL,NULL,NULL,431170017
12128,2013-12-30,1269477,1035723,510204690
12129,2013-12-30,50234,45633,431893211
12130,2013-09-30,118066,NULL,431094434
12131,2013-12-30,71981,71981,203504912
12132,NULL,NULL,NULL,431558247
12133,2013-12-30,0,0,431753276
12134,2013-12-30,0,0,431605676
12135,2014-06-30,3674892,3674892,237303693
12136,NULL,NULL,NULL,272848751
12137,2013-12-30,0,0,363059246
12138,2013-06-30,6993023851,2684880898,430653611
12139,2013-12-30,737665,509957,431202017
12140,2014-12-30,0,0,431236270
12141,2014-12-30,0,0,205545760
12142,2014-06-30,27566,17859,431517328
12143,2014-12-30,0,0,237092609
12144,2013-12-30,138624,96362,510188614
12145,2013-12-30,0,0,431939195
12146,2013-12-30,61818846,45820006,430666759
12147,2013-12-30,446422,428062,753074727
12148,NULL,NULL,NULL,446000987
12149,2013-12-30,40186067,15576563,430654866
12150,2013-12-30,13714,12522,201173763
12151,NULL,NULL,NULL,452121712
12152,2013-12-30,122022,108453,237444679
12153,NULL,NULL,NULL,431409398
12154,NULL,NULL,NULL,201891749
12155,2013-12-30,15000,15000,270811183
12156,2014-07-30,75713,75713,272746275
12157,2014-12-30,169478,169478,431277016
12158,2014-05-30,0,0,510224417
12159,2013-12-30,0,0,431783746
12160,2014-12-30,0,0,452934159
12161,2011-12-30,0,0,205287290
12162,NULL,NULL,NULL,46000987
12163,2013-12-30,0,0,275124812
12164,2013-12-30,82403,66503,510152836
12165,NULL,NULL,NULL,311720345
12166,2013-12-30,0,0,431536907
12167,2013-12-30,0,0,223947459
12168,NULL,NULL,NULL,743169783
12169,2014-11-30,0,0,431597481
12170,2013-12-30,0,0,202721615
12171,2014-12-30,12665,12665,431124141
12172,2013-12-30,0,0,431854219
12173,2013-12-30,0,0,50571684
12174,2014-03-30,0,0,431219830
12175,2013-12-30,0,0,431935823
12176,2014-12-30,0,0,431143465
12177,2014-08-30,0,0,331019930
12178,2011-12-30,0,0,237305970
12179,NULL,NULL,NULL,861112028
12180,NULL,NULL,NULL,270627429
12181,NULL,NULL,NULL,202641069
12182,2013-11-30,0,0,431695803
12183,2013-12-30,4300,4300,462899946
12184,2014-03-30,0,0,452591892
12185,2014-06-30,161102820,124951256,430356250
12186,NULL,NULL,NULL,431907211
12187,NULL,NULL,NULL,431939982
12188,2014-12-30,0,0,431895508
12189,2013-12-30,3976,3304,431720769
12190,2014-12-30,0,0,364538017
12191,2014-09-30,3051863,2639246,61560942
12192,NULL,NULL,NULL,461221955
12193,2013-12-30,454505,328056,510178194
12194,2013-12-30,0,0,454772539
12195,2013-06-30,120548085,68621851,250981156
12196,2014-06-30,0,0,431594185
12197,2014-06-30,0,0,20623368
12198,2013-12-30,166365,91310,480851007
12199,2014-06-30,2305297,2122808,431570612
12200,2014-09-30,0,0,205049468
12201,2013-12-30,0,0,431793318
12202,2014-12-30,0,0,431845139
12203,2013-12-30,82256,48630,431178753
12204,2014-12-30,0,0,431100987
12205,2014-12-30,0,0,431782814
12206,2014-06-30,171116,166632,436202440
12207,NULL,NULL,NULL,237441260
12208,2013-12-30,0,0,454463580
12209,2013-12-30,0,0,431521384
12210,2013-12-30,67407,17837,870808850
12211,2012-12-30,13358,NULL,311490070
12212,2014-12-30,0,0,431375664
12213,2014-12-30,17688,17688,431509328
12214,2013-12-30,0,0,454166660
12215,2015-01-30,0,0,431167480
12216,2013-12-30,224797,224797,431254052
12217,2013-12-30,106453,106453,436060711
12218,2012-12-30,80058,80058,431599611
12219,2013-12-30,239551,223444,431857875
12220,2013-12-30,0,0,430906999
12221,2013-12-30,0,0,450466958
12222,2013-12-30,21362,21291,431877784
12223,2013-12-30,61363,61363,431381289
12224,2013-12-30,76436,67023,451558890
12225,NULL,NULL,NULL,431911174
12226,2013-12-30,0,0,431842370
12227,NULL,NULL,NULL,431913383
12228,2014-12-30,41131,19307,431389396
12229,2014-04-30,0,0,431093880
12230,2013-07-30,0,0,431926342
12231,2014-12-30,0,0,431526781
12232,2013-12-30,44632,44632,431188107
12233,2013-12-30,87976,87976,453364527
12234,2013-12-30,0,0,510552976
12235,2014-12-30,0,0,431226568
12236,2014-12-30,0,0,431896851
12237,2014-12-30,0,0,431276221
12238,2013-06-30,42436219,41756676,430817015
12239,2014-05-30,38447,38447,431121216
12240,2013-12-30,47663,47663,205373238
12241,2013-12-30,57292,57292,237402806
12242,2013-12-30,0,0,431813850
12243,NULL,NULL,NULL,43567246
12244,2014-05-30,79456775,73343866,440552049
12245,2014-12-30,0,0,431508155
12246,2014-12-30,0,0,460970381
12247,NULL,NULL,NULL,430830018
12248,2013-12-30,4065002,3795959,431483357
12249,2014-01-30,0,0,300467891
12250,2013-12-30,0,0,431810929
12251,2013-12-30,217384,215668,431465122
12252,2013-12-30,0,0,300412472
12253,2013-12-30,87560,83707,431891966
12254,2014-11-30,0,0,431161557
12255,2013-12-30,0,0,430899062
12256,2013-12-30,0,0,205416461
12257,2014-12-30,0,0,431418728
12258,NULL,NULL,NULL,431897955
12259,NULL,NULL,NULL,76291152
12260,2014-12-30,0,0,431181422
12261,2014-09-30,33003,33003,431694332
12262,2013-12-30,19463,15001,431249221
12263,2014-12-30,0,0,431790504
12264,2013-12-30,0,0,431837625
12265,2014-06-30,0,0,431640892
12266,2013-12-30,0,0,651178730
12267,2014-12-30,0,0,431776879
12268,2013-12-30,0,0,431400989
12269,2014-06-30,0,0,431924904
12270,NULL,NULL,NULL,431881276
12271,NULL,NULL,NULL,431181420
12272,NULL,NULL,NULL,330623972
12273,NULL,NULL,NULL,431387078
12274,2013-12-30,3875,NULL,571174653
12275,2014-12-30,0,0,900441002
12276,2014-06-30,483141,479182,237136059
12277,2013-12-30,27149307,13229599,431374479
12278,NULL,NULL,NULL,201105617
12279,2013-12-30,30749,8125,431455520
12280,NULL,NULL,NULL,611597461
12281,NULL,NULL,NULL,800752185
12282,2014-09-30,80384,51840,431128540
12283,2013-12-30,447725,311039,800454954
12284,2013-12-30,75283212,19303297,431727309
12285,NULL,NULL,NULL,271233771
12286,2013-12-30,0,0,431329600
12287,2014-12-30,0,0,237279299
12288,2013-12-30,0,0,263557083
12289,2014-09-30,0,0,431870631
12290,2014-12-30,0,0,431632503
12291,NULL,NULL,NULL,431408103
12292,2013-09-30,0,0,237192650
12293,NULL,NULL,NULL,481890025
12294,2013-12-30,42258,42258,431114156
12295,2013-12-30,689180,532837,431613405
12296,2013-06-30,0,0,431695780
12297,2013-12-30,6462,6462,237217499
12298,2014-12-30,0,0,431876580
12299,2013-12-30,45670,31045,431481218
12300,2014-12-30,0,0,431796640
12301,2013-12-30,0,0,431944295
12302,2014-04-30,187400,125204,431123546
12303,2013-12-30,0,0,371576335
12304,2013-12-30,84005,84005,237062717
12305,2013-12-30,209824,209824,270959604
12306,2013-07-30,0,0,431624304
12307,2013-12-30,232037,227481,743163851
12308,2014-12-30,0,0,261082763
12309,2013-12-30,0,0,201547299
12310,2014-06-30,462086,462086,446006139
12311,NULL,NULL,NULL,430813540
12312,2014-12-30,0,0,431532348
12313,2014-12-30,0,0,431476636
12314,2014-06-30,0,0,431597982
12315,2013-12-30,76351,76351,436055667
12316,2014-09-30,0,0,364291014
12317,2014-12-30,0,0,431498834
12318,2013-12-30,7089,7089,431642651
12319,2014-12-30,0,0,440015037
12320,2014-06-30,929044,656007,436038202
12321,2013-12-30,7357,7357,611413555
12322,NULL,NULL,NULL,320308261
12323,NULL,NULL,NULL,431191610
12324,2013-12-30,24732,24732,431073136
12325,2013-12-30,0,0,431863345
12326,2014-06-30,0,0,431661651
12327,2013-12-30,18414,18414,431344660
12328,2014-12-30,0,0,431800165
12329,2013-12-30,0,0,431530118
12330,NULL,NULL,NULL,446000308
12331,2013-12-30,22502,20042,431714283
12332,2013-12-30,0,0,562471560
12333,2014-12-30,0,0,431346839
12334,2013-12-30,0,0,331164169
12335,2013-12-30,0,0,273764194
12336,2013-12-30,0,0,431618702
12337,2014-12-30,0,0,431882847
12338,2013-12-30,33356,33356,10764731
12339,2013-12-30,3969,3969,270969855
12340,2014-06-30,48872167,42091176,440617326
12341,NULL,NULL,NULL,430862849
12342,2013-06-30,135165,122479,431536697
12343,2014-12-30,0,0,753166003
12344,2013-12-30,3627403,NULL,431187852
12345,2013-12-30,236155,214629,453934163
12346,2013-12-30,0,0,900177836
12347,NULL,NULL,NULL,431218763
12348,2013-12-30,2165051,2069647,461774966
12349,NULL,NULL,NULL,431366116
12350,2014-12-30,0,0,481236573
12351,2014-12-30,0,0,431527870
12352,2013-12-30,159241,159241,460660493
12353,2014-12-30,0,0,201119264
12354,2013-12-30,13967701,8262987,431890025
12355,NULL,NULL,NULL,446000293
12356,2013-12-30,0,0,270006212
12357,2013-12-30,18225,18225,113751287
12358,2014-06-30,35515156,34755669,440545286
12359,2013-12-30,51277,49656,430893906
12360,NULL,NULL,NULL,431476203
12361,2013-12-30,62999,46390,431384217
12362,2014-12-30,0,0,364186706
12363,2014-11-30,51469,NULL,431353465
12364,2013-12-30,1121332,971332,237331657
12365,2013-12-30,202524,172447,431259237
12366,2013-12-30,48307,48307,431640372
12367,2014-06-30,0,0,431882120
12368,2013-12-30,87188,34687,436052704
12369,2014-12-30,0,0,431913842
12370,2013-12-30,0,0,431376295
12371,2014-10-30,0,0,460488601
12372,2013-12-30,0,0,237048518
12373,2014-12-30,0,0,431314623
12374,2013-12-30,65434,63726,436073045
12375,2014-12-30,0,0,431211022
12376,2014-12-30,0,0,440648094
12377,2014-12-30,0,0,237314210
12378,2013-12-30,54203,31627,436064569
12379,2013-12-30,6376,3524,431785832
12380,2013-12-30,0,0,810584129
12381,2013-12-30,0,0,260541545
12382,2013-12-30,210256,208156,431650276
12383,2013-12-30,923522,902939,430996361
12384,NULL,NULL,NULL,300220522
12385,2014-12-30,30290,28451,431843807
12386,2014-04-30,5018870,1758231,440558499
12387,2012-12-30,0,0,431445984
12388,2013-07-30,NULL,NULL,431184675
12389,2013-12-30,3849053,3624495,271280023
12390,NULL,NULL,NULL,431701925
12391,2014-12-30,0,0,431487164
12392,NULL,NULL,NULL,431606126
12393,2013-12-30,1374657,1109281,237096596
12394,2014-06-30,0,0,640585736
12395,2012-12-30,0,0,300266310
12396,2014-06-30,0,0,753170425
12397,2013-12-30,0,0,271054393
12398,2012-04-30,0,0,646000826
12399,2014-06-30,78758,59505,640764076
12400,NULL,NULL,NULL,646000913
12401,2013-06-30,NULL,NULL,646001159
12402,2014-04-30,1603616,1238271,646001552
12403,2013-12-30,0,0,421567244
12404,NULL,NULL,NULL,201916240
12405,2013-12-30,63696,63696,640867348
12406,2014-06-30,0,0,640805930
12407,2014-04-30,0,0,640860571
12408,2014-12-30,0,0,900436137
12409,2013-12-30,0,0,640850110
12410,2013-12-30,18870,16876,260207318
12411,2014-06-30,63059,62929,510137810
12412,2015-01-30,0,0,640877456
12413,2013-06-30,NULL,NULL,646000819
12414,2013-12-30,0,0,753108496
12415,2014-12-30,0,0,640932524
12416,2014-12-30,0,0,680637472
12417,NULL,NULL,NULL,260295336
12418,2014-12-30,2033198,2033198,273710890
12419,2014-06-30,91142,91142,270543442
12420,2013-10-30,0,0,640946431
12421,2013-12-30,0,0,640884122
12422,2013-12-30,0,0,640911800
12423,2013-09-30,13947,13947,640613108
12424,2014-12-30,0,0,264253226
12425,NULL,NULL,NULL,273034195
12426,2013-12-30,0,0,640890012
12427,2014-05-30,4389808,NULL,640308406
12428,NULL,NULL,NULL,646000738
12429,NULL,NULL,NULL,646000538
12430,NULL,NULL,NULL,646026565
12431,NULL,NULL,NULL,646000964
12432,2013-12-30,0,0,204942264
12433,2014-04-30,0,0,640905600
12434,2014-12-30,0,0,383710599
12435,2014-12-30,0,0,264009673
12436,2014-06-30,0,0,640608500
12437,NULL,NULL,NULL,342019465
12438,NULL,NULL,NULL,640943605
12439,2014-09-30,42531,42531,640813197
12440,2013-12-30,3533751,3533751,453186945
12441,2014-02-28,0,0,640626260
12442,NULL,NULL,NULL,510476482
12443,2014-05-30,16290,16290,412040861
12444,2013-07-30,0,0,900925694
12445,NULL,NULL,NULL,640817228
12446,2013-12-30,155079,155079,640665099
12447,2014-12-30,0,0,640613340
12448,2013-12-30,0,0,640706698
12449,2013-12-30,0,0,450488270
12450,2014-05-30,1668,1668,640830535
12451,2013-12-30,0,0,640595317
12452,2014-12-30,0,0,273768300
12453,2014-12-30,0,0,640818267
12454,2013-12-30,117815,117815,640688913
12455,2013-12-30,0,0,640773650
12456,2014-06-30,0,0,452706630
12457,2014-10-30,0,0,273239120
12458,2013-12-30,26435,20126,50566568
12459,2012-12-30,0,0,611638072
12460,NULL,NULL,NULL,646000500
12461,2013-12-30,0,0,582250132
12462,2013-12-30,0,0,721388117
12463,2014-06-30,2553264,1782228,640762027
12464,2014-12-30,236075,236075,364495799
12465,2014-12-30,0,0,640695881
12466,2013-12-30,0,0,640943361
12467,2014-12-30,0,0,201466176
12468,2014-06-30,NULL,NULL,646000818
12469,2013-12-30,57203,41194,646025773
12470,2013-12-30,43510,43510,640686169
12471,2014-07-30,0,0,640865243
12472,2014-12-30,0,0,646194046
12473,2013-12-30,0,0,311544189
12474,2013-12-30,0,0,611608199
12475,2013-12-30,18638,18638,640602144
12476,2013-12-30,246007,NULL,582070780
12477,2013-12-30,0,0,237450093
12478,2013-12-30,0,0,205374623
12479,2013-06-30,NULL,NULL,640303084
12480,2013-12-30,0,0,262157271
12481,2014-07-30,0,0,721396908
12482,NULL,NULL,NULL,640329400
12483,NULL,NULL,NULL,640900766
12484,2013-12-30,1011791,996378,640829058
12485,2014-09-30,2207,2207,640869724
12486,2005-06-30,172512061,172512061,646000507
12487,NULL,NULL,NULL,646000453
12488,2014-12-30,0,0,581355410
12489,2013-09-30,2038484,1673931,640678510
12490,2013-12-30,40459,37374,237088401
12491,2013-12-30,16451,16451,311787874
12492,2013-12-30,0,0,264303524
12493,2014-06-30,0,0,640626302
12494,NULL,NULL,NULL,640800957
12495,2014-05-30,105595968,105375967,640303086
12496,2014-05-30,3225434,2921684,640850010
12497,2013-12-30,0,0,208008363
12498,2013-12-30,0,0,640831039
12499,2013-12-30,0,0,452539311
12500,NULL,NULL,NULL,205337774
12501,2012-12-30,0,0,640899692
12502,2013-12-30,229352,210559,582020318
12503,2013-12-30,38316,38316,646025957
12504,2013-12-30,133689,131493,43725572
12505,2013-12-30,0,0,208271687
12506,2014-06-30,3667832,3337686,646025771
12507,2013-12-30,621443,520689,640592874
12508,2013-12-30,26745,26483,640885971
12509,2014-09-30,875515,681580,640824344
12510,2013-12-30,0,0,451546383
12511,2013-12-30,0,0,201008523
12512,2012-06-30,0,0,582153951
12513,2013-12-30,0,0,205371375
12514,NULL,NULL,NULL,646000293
12515,2013-12-30,18321,18321,640905027
12516,2014-12-30,0,0,237128329
12517,NULL,NULL,NULL,582052712
12518,2013-12-30,9896,9896,830512961
12519,NULL,NULL,NULL,640816567
12520,2014-06-30,127863,125436,43796263
12521,2013-06-30,0,0,510206947
12522,2014-09-30,79896,74369,640631429
12523,NULL,NULL,NULL,646001616
12524,2014-12-30,0,0,640756352
12525,2014-06-30,32254,32254,753152536
12526,2013-12-30,1153800,1084951,640837485
12527,2013-09-30,0,0,300127062
12528,2014-06-30,0,0,262871637
12529,2014-07-30,0,0,646025927
12530,2014-12-30,0,0,800152942
12531,2014-06-30,103843,89234,620628223
12532,2013-12-30,0,0,640919952
12533,NULL,NULL,NULL,646000960
12534,2013-12-30,0,0,542083689
12535,2014-12-30,0,0,203493308
12536,2014-05-30,14058,14058,237102766
12537,2014-12-30,0,0,640947711
12538,NULL,NULL,NULL,640747294
12539,2013-12-30,93750,90572,640779103
12540,2014-06-30,140,140,300407300
12541,2014-09-30,0,0,204914250
12542,2014-05-30,136414,116728,640273771
12543,2014-12-30,0,0,640615753
12544,2015-01-30,0,0,452152941
12545,2013-12-30,0,0,640931134
12546,2013-12-30,0,0,202186053
12547,2014-03-30,83126,75138,320177505
12548,2013-12-30,0,0,462831589
12549,2014-06-30,82693678,57828109,640329300
12550,2013-12-30,16305,16305,640835745
12551,NULL,NULL,NULL,61701079
12552,2011-12-30,0,0,640676743
12553,2014-12-30,0,0,383682917
12554,2014-06-30,21673147,21673147,352193471
12555,2013-09-30,346364,346364,640849835
12556,2014-12-30,0,0,271047869
12557,NULL,NULL,NULL,861107927
12558,2013-12-30,53619,43631,208778444
12559,2013-12-30,0,0,900584331
12560,2013-12-30,0,0,262616679
12561,NULL,NULL,NULL,202804316
12562,2013-12-30,26711,26711,20626985
12563,2013-12-30,62688,47038,630874376
12564,2013-12-30,10005,10005,208574421
12565,2014-06-30,141253,141253,270279443
12566,NULL,NULL,NULL,640809953
12567,2014-09-30,14064,11706,640899441
12568,2013-06-30,208474,NULL,311644348
12569,2013-12-30,0,0,454917236
12570,2013-12-30,1028,1028,640826916
12571,2013-12-30,153829,150451,640800396
12572,2013-12-30,0,0,640884373
12573,2013-06-30,59888,26843,205097296
12574,2014-10-30,168700,130710,640324406
12575,2012-12-30,58534,52609,300696280
12576,2011-12-30,3500,3500,342037859
12577,2013-12-30,701775,642457,510173731
12578,2013-03-30,564,564,721378607
12579,2013-06-30,27225271,27225271,640303093
12580,NULL,NULL,NULL,640594458
12581,2014-09-30,0,0,208879680
12582,2013-12-30,0,0,621373306
12583,2013-12-30,7617,7617,582015867
12584,NULL,NULL,NULL,237380533
12585,2013-12-30,4493,4493,640624459
12586,2013-12-30,170890,147722,810460318
12587,2013-12-30,162,162,204202242
12588,2013-12-30,1521358,1104758,810284022
12589,2011-12-30,0,0,810465692
12590,2014-12-30,0,0,113702234
12591,2013-12-30,448790,418014,810422009
12592,2014-12-30,0,0,510172776
12593,2013-12-30,425219,336071,816033295
12594,2013-12-30,0,0,810449351
12595,2013-12-30,83072,49387,366212000
12596,2013-12-30,0,0,271236032
12597,2013-12-30,550951,495252,810500554
12598,2013-12-30,163773,128672,810370013
12599,2013-12-30,98267,88293,810535701
12600,2014-12-30,0,0,810518529
12601,2014-06-30,55283,55283,800784826
12602,NULL,NULL,NULL,81064144
12603,2014-12-30,0,0,237374265
12604,2013-12-30,0,0,260751047
12605,2013-12-30,138231,129097,810524089
12606,2014-12-30,0,0,810382159
12607,2014-12-30,0,0,472309970
12608,2013-12-30,0,0,810461542
12609,2013-12-30,0,0,571227417
12610,2013-12-30,332617,199296,237260614
12611,2013-12-30,153643,124025,810386302
12612,2014-06-30,81776252,57547176,810231774
12613,2014-12-30,0,0,816012684
12614,2013-12-30,265869,193286,810362958
12615,2014-12-30,0,0,870787002
12616,2013-12-30,353064,353064,810118940
12617,2013-12-30,0,0,816013672
12618,2013-12-30,358713,358713,810490719
12619,2014-06-30,242113,240012,841370101
12620,2013-06-30,63097,60344,270638954
12621,2014-12-30,0,0,810540992
12622,2014-12-30,0,0,810452097
12623,2014-12-30,0,0,392055359
12624,NULL,NULL,NULL,582074348
12625,2014-12-30,0,0,810503484
12626,NULL,NULL,NULL,205710179
12627,2013-12-30,20333,20333,810428447
12628,2014-03-30,39392,32675,810294428
12629,2013-12-30,68407,68407,810499346
12630,2013-12-30,781579,78333,810405607
12631,2013-12-30,0,0,237230813
12632,2013-12-30,0,0,331038289
12633,2013-12-30,256205,224721,810446899
12634,NULL,NULL,NULL,237010398
12635,2014-12-30,0,0,800073440
12636,NULL,NULL,NULL,465425070
12637,2013-12-30,0,0,202071474
12638,2014-06-30,753634,719675,810478307
12639,2013-12-30,0,0,205253369
12640,2013-12-30,55555,51910,264762211
12641,2013-12-30,3866,NULL,300101998
12642,NULL,NULL,NULL,816001713
12643,2013-12-30,3870,3870,208127471
12644,2014-12-30,0,0,810428225
12645,2011-12-30,0,0,841381029
12646,2013-12-30,35876,31313,810498957
12647,NULL,NULL,NULL,201498145
